Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount
1,432.54,0.0,34.6,2.7,469.84
3,316.64,0.05,108.29,14.6,1025.31
2,411.97,0.3,69.21,0.95,646.92
5,477.48,0.2,152.79,8.1,2070.81
3,416.87,0.0,0.0,9.81,1260.42
2,183.57,0.1,59.48,9.54,399.45
4,30.2,0.1,8.7,4.66,122.08
2,515.89,0.05,78.42,3.57,1062.18
2,76.48,0.0,18.36,12.72,184.04
4,399.63,0.0,127.88,13.63,1740.03
3,95.05,0.25,17.11,13.07,244.04
1,231.2,0.0,11.56,11.69,254.45
1,396.62,0.0,31.73,3.31,431.66
3,465.78,0.3,78.25,6.53,1062.92
5,37.27,0.0,14.91,12.41,213.67
3,580.81,0.15,266.59,14.83,1762.49
2,181.45,0.0,18.14,13.99,395.03
5,227.44,0.0,56.86,4.23,1198.29
4,166.05,0.0,33.21,3.84,701.25
2,244.39,0.15,20.77,13.45,449.68
4,371.0,0.0,0.0,1.16,1485.16
2,372.38,0.15,113.95,10.66,757.66
5,240.74,0.05,91.48,12.78,1247.78
5,306.96,0.1,165.76,11.25,1558.33
5,574.19,0.05,218.19,8.64,2954.23
4,399.36,0.2,63.9,1.01,1342.86
5,232.62,0.05,88.4,9.35,1202.7
4,477.14,0.0,152.68,12.59,2073.83
3,573.85,0.15,117.07,5.21,1585.6
3,302.81,0.0,45.42,14.21,968.06
2,285.51,0.1,61.67,8.9,584.49
3,342.81,0.2,41.14,12.05,875.93
4,570.86,0.0,114.17,12.48,2410.09
4,576.28,0.0,184.41,1.13,2490.66
5,53.6,0.0,48.24,9.65,325.89
5,260.71,0.0,65.18,4.85,1373.58
3,190.23,0.0,68.48,3.44,642.61
4,435.23,0.0,87.05,3.14,1831.11
3,531.46,0.05,121.17,3.36,1639.19
4,189.93,0.1,54.7,6.66,745.11
3,523.13,0.0,78.47,12.87,1660.73
2,272.86,0.2,52.39,4.46,493.43
3,522.35,0.15,239.76,7.74,1579.49
4,251.52,0.05,0.0,0.13,955.91
5,298.28,0.05,113.35,5.26,1535.44
5,309.67,0.15,105.29,8.42,1429.81
3,236.8,0.0,35.52,9.57,755.49
4,69.01,0.15,11.73,0.57,246.93
2,490.1,0.05,111.74,7.9,1050.83
5,487.6,0.1,175.54,5.6,2375.34
4,424.32,0.15,72.13,0.71,1515.53
4,342.61,0.0,109.64,10.9,1490.98
2,88.24,0.0,14.12,13.46,204.06
3,375.06,0.0,90.01,9.63,1224.82
4,34.97,0.05,15.95,10.97,159.81
5,288.05,0.0,72.01,4.02,1516.28
5,279.98,0.0,111.99,5.68,1517.57
4,74.86,0.05,14.22,13.91,312.6
5,378.07,0.0,0.0,1.67,1892.02
1,177.6,0.15,0.0,12.44,163.4
4,194.47,0.0,93.35,6.16,877.39
1,532.15,0.1,23.95,14.44,517.33
3,516.24,0.2,61.95,8.38,1309.31
2,269.79,0.0,0.0,3.17,542.75
2,163.21,0.05,37.21,12.23,359.54
4,319.45,0.0,153.34,1.87,1433.01
3,482.37,0.15,61.5,8.73,1300.27
4,165.02,0.1,29.7,10.29,634.06
1,218.48,0.05,24.91,12.63,245.1
5,285.25,0.1,102.69,11.76,1398.08
5,427.66,0.0,106.92,11.62,2256.84
3,554.89,0.05,79.07,13.38,1673.89
2,396.11,0.0,39.61,9.04,840.87
2,186.14,0.15,37.97,10.48,364.89
1,201.11,0.05,22.93,1.58,215.56
1,518.83,0.0,25.94,13.13,557.9
1,348.69,0.05,59.63,8.63,399.52
5,436.96,0.0,262.18,4.61,2451.59
1,348.22,0.2,13.93,4.29,296.8
1,122.28,0.0,9.78,4.35,136.41
3,154.96,0.0,55.79,1.69,522.36
4,99.75,0.0,47.88,10.64,457.52
4,225.96,0.05,42.93,13.17,914.75
5,586.52,0.0,234.61,4.25,3171.46
4,368.39,0.05,167.99,11.12,1578.99
1,284.88,0.0,14.24,7.51,306.63
5,258.25,0.0,232.42,1.42,1525.09
4,260.66,0.2,66.73,4.0,904.84
1,218.74,0.0,10.94,12.22,241.9
3,298.23,0.1,40.26,9.99,855.47
3,213.91,0.15,0.0,3.97,549.44
2,161.31,0.2,12.9,1.8,272.8
2,226.3,0.05,51.6,3.35,484.92
2,199.03,0.0,19.9,3.86,421.82
5,234.97,0.0,58.74,5.56,1239.15
5,595.93,0.0,238.37,2.31,3220.33
4,39.09,0.2,15.01,2.13,142.23
4,38.6,0.0,18.53,3.76,176.69
1,284.74,0.1,12.81,0.59,269.67
2,497.68,0.05,47.28,1.71,994.58
5,86.05,0.05,32.7,1.8,443.24
3,489.76,0.05,111.67,2.3,1509.79
5,456.5,0.1,369.76,7.71,2431.72
3,82.43,0.0,44.51,10.26,302.06
2,561.55,0.0,0.0,7.99,1131.09
4,148.54,0.2,0.0,11.56,486.89
5,581.03,0.2,278.89,9.26,2612.27
4,391.37,0.0,187.86,13.7,1767.04
1,509.6,0.1,22.93,11.33,492.9
2,450.92,0.05,68.54,4.23,929.52
1,569.57,0.05,64.93,13.26,619.28
1,454.73,0.1,0.0,2.58,411.84
1,446.4,0.2,42.85,5.86,405.83
3,192.23,0.0,0.0,14.54,591.23
3,227.14,0.0,34.07,2.9,718.39
5,138.86,0.05,79.15,5.5,744.24
5,457.28,0.3,80.02,7.2,1687.7
4,309.16,0.1,133.56,5.16,1251.7
5,322.82,0.0,80.7,3.02,1697.82
2,231.86,0.1,0.0,1.26,418.61
1,74.47,0.0,0.0,0.88,75.35
5,311.35,0.1,168.13,7.79,1577.0
5,328.5,0.05,187.24,8.77,1756.38
2,84.54,0.15,17.25,9.32,170.29
3,312.11,0.0,74.91,8.62,1019.86
2,505.48,0.0,50.55,11.04,1072.55
5,460.62,0.1,0.0,13.33,2086.12
1,204.9,0.0,10.24,2.89,218.03
4,524.03,0.1,0.0,14.28,1900.79
5,196.93,0.0,49.23,6.61,1040.49
5,80.51,0.1,28.98,4.68,395.96
4,194.51,0.05,59.13,1.23,799.5
1,504.37,0.05,23.96,1.7,504.81
3,169.9,0.0,61.16,7.48,578.34
4,289.66,0.0,208.56,5.54,1372.74
1,68.69,0.1,4.95,2.76,69.53
3,124.55,0.05,42.6,5.31,402.88
3,364.7,0.2,105.03,14.36,994.67
1,344.87,0.15,23.45,8.13,324.72
2,144.77,0.0,34.74,4.98,329.26
4,563.63,0.05,257.02,9.91,2408.72
5,451.03,0.0,112.76,14.91,2382.82
3,431.01,0.0,64.65,8.27,1365.95
5,306.37,0.0,122.55,1.92,1656.32
1,543.15,0.0,27.16,8.95,579.26
4,437.13,0.05,199.33,0.36,1860.78
1,97.45,0.05,0.0,12.86,105.44
1,572.67,0.05,43.52,9.52,597.08
1,189.2,0.2,18.16,7.28,176.8
5,163.48,0.2,52.31,11.04,717.27
5,134.33,0.25,90.67,10.86,605.27
2,578.15,0.1,52.03,10.8,1103.5
3,234.79,0.1,31.7,14.32,679.95
5,136.32,0.0,122.69,11.58,815.87
3,171.07,0.0,41.06,0.37,554.64
1,64.06,0.0,5.12,13.36,82.54
2,96.29,0.0,15.41,2.3,210.29
4,139.11,0.05,63.43,6.79,598.84
2,541.61,0.1,77.99,4.33,1057.22
4,444.87,0.15,121.0,8.63,1642.19
3,325.77,0.1,43.98,2.46,926.02
3,398.33,0.1,86.04,1.82,1163.35
1,593.86,0.0,47.51,1.05,642.42
5,450.66,0.15,229.84,9.31,2154.46
4,249.39,0.05,47.38,0.27,995.33
2,66.67,0.0,0.0,11.48,144.82
2,330.85,0.05,75.43,6.83,710.88
1,427.06,0.0,0.0,1.57,428.63
1,202.58,0.1,9.12,5.13,196.57
4,550.04,0.0,264.02,9.93,2474.11
1,6.95,0.05,0.53,4.29,11.42
1,28.94,0.0,1.45,6.31,36.7
3,84.3,0.2,16.19,10.67,229.18
2,306.35,0.05,46.57,12.71,641.35
4,137.45,0.0,27.49,4.99,582.28
1,349.93,0.1,25.19,8.92,349.05
5,282.97,0.0,169.78,1.92,1586.55
2,71.89,0.0,17.25,0.01,161.04
2,358.67,0.0,35.87,12.95,766.16
5,517.34,0.1,116.4,2.76,2447.19
4,177.26,0.0,35.45,11.2,755.69
1,241.24,0.0,19.3,11.93,272.47
3,289.05,0.05,41.19,0.29,865.27
3,517.81,0.15,105.63,0.07,1426.12
4,577.23,0.0,115.45,4.14,2428.51
4,161.5,0.0,77.52,1.61,725.13
3,511.57,0.1,69.06,10.65,1460.95
5,306.7,0.1,165.62,10.28,1556.05
5,270.79,0.1,146.23,10.54,1375.32
4,360.4,0.0,72.08,7.59,1521.27
5,367.86,0.15,78.17,10.05,1651.63
5,354.18,0.15,75.26,11.59,1592.12
2,433.64,0.1,39.03,3.96,823.54
5,245.98,0.0,61.5,4.33,1295.73
2,372.89,0.05,35.42,11.37,755.28
5,445.95,0.05,381.29,5.03,2504.58
1,266.7,0.1,28.8,3.44,272.27
2,354.4,0.0,85.06,5.36,799.22
1,289.99,0.0,14.5,1.37,305.86
5,461.04,0.0,115.26,6.48,2426.94
5,444.1,0.3,124.35,13.23,1691.93
2,569.45,0.0,0.0,8.55,1147.45
2,510.14,0.1,110.19,0.66,1029.1
1,99.21,0.05,16.96,6.73,117.94
4,202.62,0.15,34.45,3.59,726.95
3,393.37,0.05,89.69,13.66,1224.45
3,144.84,0.1,19.55,5.17,415.79
5,269.1,0.05,63.91,6.58,1348.72
2,102.98,0.1,0.0,5.26,190.62
4,588.32,0.25,141.2,11.69,1917.85
3,309.56,0.1,41.79,11.7,889.3
4,536.42,0.1,347.6,4.78,2283.49
2,56.86,0.1,8.19,0.19,110.73
4,91.46,0.25,13.72,5.98,294.08
4,62.63,0.05,19.04,11.02,268.05
5,541.48,0.15,276.15,8.67,2586.11
1,235.19,0.2,15.05,14.94,218.14
3,443.48,0.05,63.2,9.11,1336.23
4,220.78,0.05,151.01,9.74,999.71
3,380.03,0.25,102.61,5.02,962.7
2,158.6,0.0,15.86,1.78,334.84
5,590.8,0.0,531.72,9.57,3495.29
2,218.96,0.0,21.9,6.83,466.65
2,84.47,0.05,19.26,4.58,184.33
4,18.79,0.0,6.01,7.24,88.41
2,497.3,0.0,79.57,9.07,1083.24
1,393.14,0.0,19.66,6.29,419.09
1,260.15,0.05,0.0,6.74,253.88
1,318.76,0.1,34.43,13.62,334.93
2,229.08,0.0,36.65,12.68,507.49
1,308.17,0.1,13.87,13.79,305.01
3,534.97,0.15,109.13,10.42,1483.72
1,130.22,0.05,14.85,13.39,151.95
5,236.3,0.0,0.0,9.06,1190.56
5,128.54,0.0,51.42,2.52,696.64
1,544.36,0.3,0.0,10.4,391.45
1,149.43,0.15,22.86,7.99,157.87
4,315.65,0.0,0.0,12.36,1274.96
1,400.12,0.1,64.82,1.49,426.42
2,117.73,0.2,0.0,8.22,196.59
4,195.13,0.1,35.12,11.49,749.08
1,378.09,0.1,40.83,0.78,381.89
2,309.96,0.3,21.7,14.69,470.33
5,326.49,0.05,279.15,4.32,1834.3
2,181.19,0.25,0.0,14.14,285.92
1,117.41,0.1,0.0,7.42,113.09
1,392.28,0.1,63.55,9.54,426.14
1,467.16,0.0,0.0,3.04,470.2
2,537.35,0.0,53.74,12.95,1141.39
1,93.1,0.05,7.08,9.64,105.16
5,599.16,0.1,215.7,10.11,2922.03
1,503.42,0.05,86.08,7.49,571.82
4,530.29,0.15,90.15,11.88,1905.02
2,421.43,0.1,60.69,10.18,829.44
3,71.92,0.2,0.0,1.98,174.59
1,308.14,0.05,14.64,0.54,307.91
1,148.71,0.05,25.43,10.65,177.35
1,155.48,0.15,6.61,14.87,153.64
5,549.26,0.15,116.72,14.21,2465.28
1,446.52,0.0,35.72,6.21,488.45
1,108.75,0.0,13.05,4.0,125.8
4,578.8,0.0,115.76,10.97,2441.93
5,126.73,0.0,50.69,9.82,694.16
3,292.86,0.3,30.75,11.9,657.66
4,268.74,0.05,81.7,13.65,1116.56
5,107.23,0.05,25.47,13.13,547.94
5,266.54,0.2,53.31,0.79,1120.26
4,360.49,0.1,64.89,10.28,1372.93
2,322.54,0.0,0.0,11.17,656.25
4,476.71,0.0,228.82,10.75,2146.41
1,239.13,0.05,18.17,6.96,252.3
4,535.73,0.15,91.07,3.55,1916.1
3,157.26,0.0,56.61,12.44,540.83
1,582.76,0.05,0.0,10.81,564.43
1,517.82,0.1,55.92,3.57,525.53
5,291.66,0.05,110.83,8.97,1505.19
3,469.68,0.05,240.95,12.45,1591.99
4,250.33,0.0,180.24,11.05,1192.61
1,9.07,0.05,0.69,7.2,16.51
2,413.17,0.1,59.5,12.46,815.67
1,168.16,0.15,11.43,12.81,167.18
1,116.11,0.3,0.0,13.52,94.8
2,579.99,0.1,83.52,0.89,1128.39
4,54.83,0.05,16.67,0.38,225.4
2,81.11,0.1,17.52,3.49,167.01
1,496.14,0.0,59.54,3.79,559.47
5,41.52,0.25,12.46,9.2,177.36
2,91.43,0.0,32.91,3.36,219.13
4,436.16,0.05,82.87,14.77,1755.05
5,47.96,0.0,11.99,0.9,252.69
2,493.96,0.0,49.4,10.19,1047.51
5,138.02,0.05,32.78,10.19,698.56
2,269.96,0.25,72.89,3.31,481.14
5,404.06,0.05,230.31,8.32,2157.92
2,583.57,0.3,65.36,8.58,890.94
1,100.17,0.0,8.01,10.65,118.83
5,219.86,0.0,54.97,6.14,1160.41
5,77.71,0.3,13.6,8.59,294.17
3,66.26,0.0,23.85,6.79,229.42
2,49.06,0.1,7.06,13.41,108.78
2,571.04,0.0,0.0,6.72,1148.8
1,411.66,0.25,15.44,10.62,334.8
2,19.7,0.0,3.15,0.53,43.08
3,227.82,0.3,38.27,4.09,520.78
3,338.33,0.05,77.14,13.66,1055.04
1,449.57,0.2,28.77,7.01,395.44
5,442.95,0.0,265.77,5.4,2485.92
5,33.5,0.0,8.38,14.87,190.75
3,103.98,0.15,47.73,12.73,325.61
2,300.64,0.0,48.1,8.74,658.12
1,165.57,0.1,11.92,7.66,168.59
4,47.45,0.05,14.42,2.2,196.93
2,558.02,0.1,120.53,10.19,1135.16
4,484.03,0.1,87.13,9.88,1839.52
2,378.81,0.15,77.28,8.79,730.05
4,225.49,0.1,0.0,4.88,816.64
3,74.15,0.1,24.02,10.54,234.76
4,355.82,0.3,79.7,1.99,1077.99
4,243.21,0.05,110.9,2.95,1038.05
2,499.19,0.05,113.82,1.1,1063.38
4,576.8,0.2,221.49,0.06,2067.31
4,121.11,0.05,23.01,8.46,491.69
2,16.62,0.25,1.25,3.24,29.42
1,140.22,0.05,15.99,1.02,150.22
1,257.79,0.0,20.62,0.04,278.45
2,46.19,0.15,6.28,5.78,90.58
4,109.88,0.1,71.2,9.71,476.48
2,112.6,0.1,10.13,0.29,213.1
2,416.27,0.05,63.27,8.84,863.02
1,47.97,0.2,1.92,2.79,43.09
4,351.38,0.05,240.34,9.36,1584.94
1,142.92,0.0,11.43,10.55,164.9
1,181.44,0.05,13.79,11.8,197.96
1,469.79,0.0,56.37,6.9,533.06
3,546.42,0.0,81.96,0.08,1721.3
4,427.05,0.1,276.73,1.43,1815.54
5,521.13,0.1,187.61,2.27,2534.96
2,469.29,0.0,112.63,6.04,1057.25
1,187.48,0.0,22.5,5.12,215.1
3,554.44,0.2,159.68,3.14,1493.48
1,584.37,0.0,29.22,5.35,618.94
5,552.91,0.05,131.32,10.27,2767.91
5,128.15,0.0,51.26,11.58,703.59
1,429.59,0.2,41.24,9.0,393.91
4,202.11,0.0,40.42,10.8,859.66
3,441.01,0.0,105.84,5.7,1434.57
2,19.27,0.05,6.59,4.89,48.09
1,247.79,0.15,16.85,3.16,230.63
3,545.16,0.0,130.84,11.27,1777.59
1,220.91,0.0,11.05,8.3,240.26
1,251.4,0.05,11.94,0.55,251.32
5,409.13,0.05,155.47,0.47,2099.31
3,74.44,0.0,0.0,10.92,234.24
1,155.03,0.0,18.6,2.3,175.93
4,237.43,0.0,47.49,3.74,1000.95
5,160.03,0.05,60.81,5.84,826.79
5,279.45,0.1,62.88,1.5,1321.91
5,137.97,0.1,74.5,4.9,700.26
3,387.01,0.1,188.09,4.68,1237.7
1,594.76,0.05,101.7,7.94,674.66
1,459.5,0.2,44.11,1.7,413.41
3,523.93,0.0,188.61,6.78,1767.18
5,502.99,0.1,113.17,5.61,2382.24
2,218.48,0.25,16.39,8.71,352.82
3,561.27,0.1,181.85,2.86,1700.14
4,29.86,0.15,8.12,14.44,124.08
4,398.31,0.0,79.66,10.69,1683.59
4,559.16,0.0,268.4,3.33,2508.37
2,363.58,0.2,104.71,9.65,696.09
5,50.95,0.0,12.74,13.61,281.1
2,431.1,0.05,65.53,0.42,885.04
2,412.61,0.1,0.0,11.12,753.82
2,262.98,0.1,23.67,3.73,500.76
4,81.93,0.0,26.22,14.72,368.66
2,37.11,0.0,5.94,1.0,81.16
1,459.17,0.0,22.96,6.11,488.24
1,25.26,0.05,1.92,3.61,29.53
2,493.04,0.0,177.49,0.3,1163.87
1,280.34,0.0,0.0,10.19,290.53
2,169.53,0.2,21.7,8.72,301.67
1,342.54,0.15,23.29,0.98,315.43
3,84.58,0.0,30.45,6.69,290.88
1,16.41,0.0,2.95,0.59,19.95
5,85.01,0.0,51.01,3.61,479.67
2,218.6,0.15,18.58,11.98,402.18
4,75.79,0.05,14.4,7.84,310.24
3,282.35,0.3,47.43,8.83,649.2
3,278.63,0.0,66.87,9.1,911.86
5,475.45,0.15,101.03,3.45,2125.14
4,544.71,0.05,0.0,14.22,2084.12
3,426.76,0.15,195.88,12.17,1296.29
5,390.79,0.1,87.93,1.36,1847.84
5,359.55,0.05,85.39,2.31,1795.56
1,422.83,0.0,33.83,8.59,465.25
4,45.52,0.1,13.11,4.71,181.69
1,424.25,0.0,21.21,7.58,453.04
3,364.96,0.0,87.59,4.16,1186.63
2,426.66,0.15,87.04,11.68,824.04
5,516.27,0.0,129.07,2.08,2712.5
5,349.71,0.0,0.0,8.57,1757.12
5,333.17,0.25,149.93,6.06,1405.38
3,101.5,0.2,19.49,3.62,266.71
5,482.61,0.0,193.04,11.76,2617.85
1,571.18,0.0,28.56,13.97,613.71
1,71.95,0.0,12.95,7.32,92.22
4,214.82,0.0,42.96,9.59,911.83
4,222.19,0.25,33.33,12.43,712.33
3,260.15,0.2,0.0,2.45,626.81
4,21.05,0.1,9.09,1.69,86.56
2,142.44,0.0,51.28,14.17,350.33
1,434.85,0.0,21.74,2.99,459.58
3,43.88,0.0,0.0,6.93,138.57
4,335.6,0.05,63.76,3.72,1342.76
4,245.07,0.0,0.0,13.61,993.89
4,442.65,0.3,223.1,2.39,1464.91
4,422.17,0.0,303.96,2.59,1995.23
1,492.09,0.3,41.34,10.18,395.98
1,294.17,0.25,0.0,8.38,229.01
3,401.21,0.05,137.21,3.52,1284.18
3,459.1,0.0,165.28,5.35,1547.93
2,39.31,0.1,8.49,3.58,82.83
1,176.4,0.0,14.11,9.68,200.19
2,480.18,0.0,76.83,13.15,1050.34
3,92.85,0.25,16.71,4.61,230.23
4,453.31,0.15,277.43,6.06,1824.74
4,90.48,0.0,43.43,2.2,407.55
5,391.29,0.1,88.04,7.45,1856.3
4,361.85,0.05,247.51,5.57,1628.11
3,544.56,0.05,0.0,7.31,1559.31
2,575.41,0.25,155.36,4.2,1022.68
5,594.59,0.0,237.84,14.2,3224.99
2,429.9,0.05,65.34,12.74,894.89
2,168.71,0.2,32.39,8.96,311.29
3,114.32,0.25,0.0,11.53,268.75
2,161.45,0.15,21.96,14.18,310.6
2,258.3,0.0,25.83,5.84,548.27
4,194.06,0.0,93.15,10.72,880.11
5,376.38,0.3,105.39,1.67,1424.39
1,185.48,0.1,13.35,9.75,190.03
2,430.52,0.05,0.0,12.99,830.98
4,585.23,0.0,0.0,5.14,2346.06
3,184.93,0.0,27.74,1.76,584.29
1,541.31,0.0,64.96,4.6,610.87
3,387.26,0.2,74.35,8.91,1012.68
1,488.32,0.1,21.97,3.07,464.53
1,135.63,0.3,17.09,0.58,112.61
5,589.95,0.2,0.0,4.64,2364.44
5,541.01,0.1,292.15,8.93,2735.62
4,25.35,0.15,4.31,8.35,98.85
2,94.6,0.1,13.62,1.33,185.23
2,60.19,0.05,9.15,2.6,126.11
5,597.65,0.0,239.06,2.91,3230.22
3,436.59,0.0,0.0,9.3,1319.07
2,208.3,0.0,74.99,1.34,492.93
4,567.87,0.1,102.22,4.9,2151.45
3,593.64,0.0,320.57,12.89,2114.38
4,563.56,0.0,180.34,9.54,2444.12
3,149.0,0.15,45.59,0.73,426.27
5,293.89,0.2,94.04,12.25,1281.85
5,56.42,0.05,13.4,7.43,288.82
1,338.18,0.05,25.7,9.39,356.36
4,135.74,0.05,25.79,0.4,542.0
4,138.78,0.05,63.28,2.33,592.97
2,473.62,0.05,71.99,14.38,986.25
3,33.21,0.0,7.97,4.46,112.06
2,231.33,0.2,44.42,7.36,421.91
3,228.05,0.1,30.79,11.27,657.8
2,102.78,0.15,0.0,4.15,178.88
5,98.42,0.1,79.72,13.98,536.59
3,347.63,0.2,66.74,6.3,907.35
2,156.64,0.2,30.07,1.29,281.98
1,460.01,0.0,55.2,2.55,517.76
3,319.49,0.0,76.68,12.48,1047.63
1,535.74,0.15,22.77,13.05,491.2
1,313.75,0.0,25.1,1.78,340.63
3,504.31,0.05,114.98,12.34,1564.6
3,29.01,0.0,10.44,9.99,107.46
1,196.34,0.0,23.56,2.78,222.68
1,64.29,0.0,3.21,11.18,78.68
4,91.03,0.0,18.21,1.97,384.3
4,153.33,0.0,30.67,2.32,646.31
1,552.23,0.0,27.61,8.4,588.24
4,503.28,0.0,161.05,12.2,2186.37
1,305.63,0.0,24.45,4.57,334.65
4,319.15,0.2,183.83,13.9,1219.01
3,116.97,0.1,15.79,0.77,332.38
3,135.44,0.15,62.17,10.78,418.32
2,156.92,0.05,35.78,2.05,335.98
2,80.78,0.05,18.42,8.33,180.23
5,102.1,0.0,61.26,7.54,579.3
3,40.38,0.0,21.81,13.61,156.56
1,149.77,0.0,17.97,8.72,176.46
1,269.9,0.25,10.12,11.85,224.4
2,211.81,0.2,27.11,13.89,379.9
3,362.27,0.25,65.21,4.6,884.92
3,43.38,0.0,6.51,8.67,145.32
4,583.76,0.0,280.2,14.76,2630.0
5,448.53,0.0,269.12,8.57,2520.34
5,489.44,0.1,264.3,1.11,2467.89
2,349.44,0.1,50.32,0.85,680.16
3,503.31,0.1,67.95,0.79,1427.68
4,42.42,0.0,13.57,10.47,193.72
4,492.2,0.25,177.19,5.46,1659.25
2,358.74,0.2,68.88,4.79,647.65
1,340.6,0.15,14.48,11.51,315.5
3,523.03,0.0,125.53,5.25,1699.87
2,446.72,0.1,64.33,8.31,876.74
1,487.74,0.15,33.17,3.14,450.89
3,598.23,0.0,215.36,7.26,2017.31
3,273.79,0.0,65.71,9.27,896.35
4,307.12,0.2,78.62,5.37,1066.77
1,197.36,0.2,7.89,10.14,175.92
2,273.26,0.05,62.3,10.54,592.03
3,338.0,0.05,0.0,11.66,974.96
1,286.27,0.0,34.35,13.8,334.42
1,210.3,0.05,15.98,9.41,225.18
5,43.25,0.0,25.95,9.41,251.61
1,314.04,0.0,37.68,6.54,358.26
5,82.99,0.0,20.75,5.29,440.99
3,526.31,0.0,284.21,10.82,1873.96
2,14.39,0.05,2.19,4.98,34.51
3,339.98,0.05,77.52,11.11,1057.57
4,51.72,0.15,8.79,9.04,193.68
4,155.8,0.25,37.39,6.52,511.31
1,226.53,0.0,0.0,14.6,241.13
4,547.17,0.05,0.0,10.15,2089.4
1,212.35,0.1,15.29,1.5,207.9
3,237.93,0.25,96.36,6.44,638.14
4,336.17,0.1,217.84,6.57,1434.62
3,129.96,0.0,31.19,14.38,435.45
5,69.29,0.2,22.17,2.76,302.09
4,514.35,0.05,0.0,13.98,1968.51
2,5.68,0.0,0.57,5.24,17.17
1,534.8,0.15,81.82,14.16,550.56
5,478.27,0.15,243.92,14.95,2291.52
5,347.65,0.2,250.31,4.44,1645.35
5,281.55,0.25,52.79,9.92,1118.52
1,137.68,0.15,0.0,2.86,119.89
2,53.43,0.05,5.08,1.75,108.35
4,275.97,0.0,55.19,4.07,1163.14
4,395.17,0.05,75.08,0.64,1577.37
1,286.35,0.05,21.76,11.97,305.76
1,92.93,0.0,0.0,0.06,92.99
2,333.33,0.05,31.67,7.59,672.59
4,159.06,0.1,103.07,12.27,687.96
3,74.75,0.0,17.94,13.29,255.48
3,364.02,0.0,87.36,3.85,1183.27
1,80.34,0.15,5.46,8.07,81.82
1,366.86,0.2,23.48,6.66,323.63
1,195.99,0.05,9.31,6.33,201.83
5,16.88,0.05,0.0,1.8,81.98
3,558.33,0.0,301.5,11.97,1988.46
1,587.43,0.0,46.99,1.69,636.11
4,155.28,0.0,74.53,5.79,701.44
4,244.36,0.05,46.43,8.71,983.71
3,557.32,0.0,133.76,13.81,1819.53
2,323.78,0.0,32.38,10.12,690.06
2,585.18,0.0,93.63,14.04,1278.03
4,409.03,0.2,65.44,14.18,1388.52
2,245.83,0.1,35.4,0.84,478.73
5,246.12,0.15,83.68,4.02,1133.71
2,38.71,0.25,6.97,8.29,73.32
4,454.66,0.1,0.0,0.24,1637.02
2,551.24,0.0,0.0,8.27,1110.75
2,467.02,0.0,112.08,8.45,1054.57
1,401.23,0.0,20.06,9.7,430.99
4,308.71,0.0,0.0,14.31,1249.15
2,28.18,0.0,6.76,3.59,66.71
2,44.7,0.05,10.19,2.87,97.99
4,596.53,0.1,257.7,14.46,2419.67
5,392.96,0.0,353.66,7.47,2325.93
3,450.05,0.1,145.82,13.86,1374.82
5,599.5,0.0,149.88,14.22,3161.6
4,599.91,0.0,119.98,0.32,2519.94
3,299.12,0.0,71.79,10.07,979.22
1,470.16,0.0,23.51,1.25,494.92
4,301.44,0.0,144.69,9.7,1360.15
2,25.92,0.2,2.07,7.05,50.59
3,506.89,0.0,182.48,8.83,1711.98
3,374.12,0.0,89.79,6.98,1219.13
3,271.62,0.15,124.67,8.38,825.68
1,109.61,0.0,19.73,10.23,139.57
1,505.87,0.1,22.76,5.45,483.49
3,370.57,0.0,55.59,4.51,1171.81
4,97.36,0.15,59.58,9.75,400.35
4,298.42,0.0,95.49,5.51,1294.68
2,423.54,0.0,42.35,12.86,902.29
2,301.06,0.1,27.1,9.83,578.84
1,225.59,0.05,10.72,6.44,231.47
3,507.95,0.0,76.19,6.66,1606.7
2,379.05,0.0,0.0,6.7,764.8
5,85.87,0.1,30.91,5.25,422.58
5,294.83,0.2,94.35,13.93,1287.6
5,207.7,0.3,87.23,13.08,827.26
2,203.71,0.05,30.96,2.74,420.75
2,587.85,0.25,44.09,12.59,938.46
4,238.16,0.0,171.48,12.85,1136.97
2,429.67,0.05,97.96,1.03,915.36
3,32.65,0.0,11.75,8.24,117.94
4,522.73,0.05,99.32,6.56,2092.25
1,200.79,0.0,10.04,2.4,213.23
2,287.0,0.05,43.62,9.1,598.02
2,217.35,0.0,52.16,13.73,500.59
2,326.94,0.1,29.42,10.69,628.6
5,581.38,0.05,331.39,9.09,3102.04
1,233.04,0.2,22.37,13.37,222.17
2,163.27,0.1,23.51,3.78,321.18
4,66.89,0.05,20.33,10.65,285.16
2,475.02,0.05,72.2,8.22,982.96
3,299.51,0.0,44.93,8.5,951.96
2,275.04,0.2,52.81,11.7,504.57
5,270.46,0.0,162.28,8.56,1523.14
1,274.89,0.0,13.74,13.27,301.9
1,5.8,0.2,0.37,2.39,7.4
1,360.79,0.0,0.0,7.82,368.61
4,372.63,0.15,101.36,4.21,1372.51
2,152.36,0.1,21.94,11.17,307.36
5,587.25,0.0,234.9,6.07,3177.22
2,156.68,0.0,37.6,12.07,363.03
2,398.57,0.0,63.77,12.05,872.96
4,433.39,0.1,78.01,6.0,1644.21
2,480.6,0.05,73.05,7.97,994.16
4,104.83,0.15,17.82,10.36,384.6
1,430.43,0.0,34.43,4.96,469.82
